Entry	Entry Name	Organism	Length	Gene Names (primary)	Protein families
O94919	ENDD1_HUMAN	Homo sapiens (Human)	500	ENDOD1	DNA/RNA non-specific endonuclease family
O94921	CDK14_HUMAN	Homo sapiens (Human)	469	CDK14	Protein kinase superfamily
O94923	GLCE_HUMAN	Homo sapiens (Human)	617	GLCE	D-glucuronyl C5-epimerase family
O94925	GLSK_HUMAN	Homo sapiens (Human)	669	GLS	Glutaminase family
O94927	HAUS5_HUMAN	Homo sapiens (Human)	633	HAUS5	HAUS5 family
O94929	ABLM3_HUMAN	Homo sapiens (Human)	683	ABLIM3	
O94933	SLIK3_HUMAN	Homo sapiens (Human)	977	SLITRK3	SLITRK family
O94941	RNF37_HUMAN	Homo sapiens (Human)	541	UBOX5	
O94953	KDM4B_HUMAN	Homo sapiens (Human)	1096	KDM4B	JHDM3 histone demethylase family
O94955	RHBT3_HUMAN	Homo sapiens (Human)	611	RHOBTB3	
O94956	SO2B1_HUMAN	Homo sapiens (Human)	709	SLCO2B1	Organo anion transporter (TC 2.A.60) family
O94964	SOGA1_HUMAN	Homo sapiens (Human)	1423	SOGA1	SOGA family
O94966	UBP19_HUMAN	Homo sapiens (Human)	1318	USP19	Peptidase C19 family
O94967	WDR47_HUMAN	Homo sapiens (Human)	919	WDR47	
O94972	TRI37_HUMAN	Homo sapiens (Human)	964	TRIM37	TRIM/RBCC family
O94973	AP2A2_HUMAN	Homo sapiens (Human)	939	AP2A2	Adaptor complexes large subunit family
O94979	SC31A_HUMAN	Homo sapiens (Human)	1220	SEC31A	WD repeat SEC31 family
O94983	CMTA2_HUMAN	Homo sapiens (Human)	1202	CAMTA2	CAMTA family
O94985	CSTN1_HUMAN	Homo sapiens (Human)	981	CLSTN1	
O94986	CE152_HUMAN	Homo sapiens (Human)	1710	CEP152	CEP152 family
O94989	ARHGF_HUMAN	Homo sapiens (Human)	841	ARHGEF15	
O94991	SLIK5_HUMAN	Homo sapiens (Human)	958	SLITRK5	SLITRK family
O94992	HEXI1_HUMAN	Homo sapiens (Human)	359	HEXIM1	HEXIM family
O94993	SOX30_HUMAN	Homo sapiens (Human)	753	SOX30	
O95045	UPP2_HUMAN	Homo sapiens (Human)	317	UPP2	PNP/UDP phosphorylase family
O95047	OR2A4_HUMAN	Homo sapiens (Human)	310	OR2A4	G-protein coupled receptor 1 family
O95049	ZO3_HUMAN	Homo sapiens (Human)	919	TJP3	MAGUK family
O95050	INMT_HUMAN	Homo sapiens (Human)	263	INMT	Class I-like SAM-binding methyltransferase superfamily
O95057	DIRA1_HUMAN	Homo sapiens (Human)	198	DIRAS1	Small GTPase superfamily
O95059	RPP14_HUMAN	Homo sapiens (Human)	124	RPP14	Eukaryotic/archaeal RNase P protein component 2 family
O95067	CCNB2_HUMAN	Homo sapiens (Human)	398	CCNB2	Cyclin family
O95069	KCNK2_HUMAN	Homo sapiens (Human)	426	KCNK2	Two pore domain potassium channel (TC 1.A.1.8) family
O95070	YIF1A_HUMAN	Homo sapiens (Human)	293	YIF1A	YIF1 family
O95071	UBR5_HUMAN	Homo sapiens (Human)	2799	UBR5	
O95072	REC8_HUMAN	Homo sapiens (Human)	547	REC8	Rad21 family
O95073	FSBP_HUMAN	Homo sapiens (Human)	299	FSBP	
O95096	NKX22_HUMAN	Homo sapiens (Human)	273	NKX2-2	NK-2 homeobox family
O95104	SCAF4_HUMAN	Homo sapiens (Human)	1147	SCAF4	
O95125	ZN202_HUMAN	Homo sapiens (Human)	648	ZNF202	
O95136	S1PR2_HUMAN	Homo sapiens (Human)	353	S1PR2	G-protein coupled receptor 1 family
O95139	NDUB6_HUMAN	Homo sapiens (Human)	128	NDUFB6	Complex I NDUFB6 subunit family
O95140	MFN2_HUMAN	Homo sapiens (Human)	757	MFN2	TRAFAC class dynamin-like GTPase superfamily
O95147	DUS14_HUMAN	Homo sapiens (Human)	198	DUSP14	Protein-tyrosine phosphatase family
O95149	SPN1_HUMAN	Homo sapiens (Human)	360	SNUPN	Snurportin family
O95150	TNF15_HUMAN	Homo sapiens (Human)	251	TNFSF15	Tumor necrosis factor family
O95153	RIMB1_HUMAN	Homo sapiens (Human)	1857	TSPOAP1	RIMBP family
O95154	ARK73_HUMAN	Homo sapiens (Human)	331	AKR7A3	Aldo/keto reductase family
O95155	UBE4B_HUMAN	Homo sapiens (Human)	1302	UBE4B	Ubiquitin conjugation factor E4 family
O95159	ZFPL1_HUMAN	Homo sapiens (Human)	310	ZFPL1	ZFPL1 family
O95163	ELP1_HUMAN	Homo sapiens (Human)	1332	ELP1	ELP1/IKA1 family
O95166	GBRAP_HUMAN	Homo sapiens (Human)	117	GABARAP	ATG8 family
O95167	NDUA3_HUMAN	Homo sapiens (Human)	84	NDUFA3	Complex I NDUFA3 subunit family
O95168	NDUB4_HUMAN	Homo sapiens (Human)	129	NDUFB4	Complex I NDUFB4 subunit family
O95169	NDUB8_HUMAN	Homo sapiens (Human)	186	NDUFB8	Complex I NDUFB8 subunit family
O95171	SCEL_HUMAN	Homo sapiens (Human)	688	SCEL	
O95180	CAC1H_HUMAN	Homo sapiens (Human)	2353	CACNA1H	Calcium channel alpha-1 subunit (TC 1.A.1.11) family
O95182	NDUA7_HUMAN	Homo sapiens (Human)	113	NDUFA7	Complex I NDUFA7 subunit family
O95183	VAMP5_HUMAN	Homo sapiens (Human)	116	VAMP5	Synaptobrevin family
O95185	UNC5C_HUMAN	Homo sapiens (Human)	931	UNC5C	Unc-5 family
O95196	CSPG5_HUMAN	Homo sapiens (Human)	566	CSPG5	
O95197	RTN3_HUMAN	Homo sapiens (Human)	1032	RTN3	
O95198	KLHL2_HUMAN	Homo sapiens (Human)	593	KLHL2	
O95201	ZN205_HUMAN	Homo sapiens (Human)	554	ZNF205	Krueppel C2H2-type zinc-finger protein family
O95202	LETM1_HUMAN	Homo sapiens (Human)	739	LETM1	LETM1 family
O95206	PCDH8_HUMAN	Homo sapiens (Human)	1070	PCDH8	
O95208	EPN2_HUMAN	Homo sapiens (Human)	641	EPN2	Epsin family
O95210	STBD1_HUMAN	Homo sapiens (Human)	358	STBD1	
O95214	LERL1_HUMAN	Homo sapiens (Human)	131	LEPROTL1	OB-RGRP/VPS55 family
O95218	ZRAB2_HUMAN	Homo sapiens (Human)	330	ZRANB2	ZRANB2 family
O95219	SNX4_HUMAN	Homo sapiens (Human)	450	SNX4	Sorting nexin family
O95229	ZWINT_HUMAN	Homo sapiens (Human)	277	ZWINT	
O95231	VENTX_HUMAN	Homo sapiens (Human)	258	VENTX	
O95232	LC7L3_HUMAN	Homo sapiens (Human)	432	LUC7L3	Luc7 family
O95235	KI20A_HUMAN	Homo sapiens (Human)	890	KIF20A	TRAFAC class myosin-kinesin ATPase superfamily
O95236	APOL3_HUMAN	Homo sapiens (Human)	402	APOL3	Apolipoprotein L family
O95237	LRAT_HUMAN	Homo sapiens (Human)	230	LRAT	H-rev107 family
O95238	SPDEF_HUMAN	Homo sapiens (Human)	335	SPDEF	ETS family
O95239	KIF4A_HUMAN	Homo sapiens (Human)	1232	KIF4A	TRAFAC class myosin-kinesin ATPase superfamily
O95243	MBD4_HUMAN	Homo sapiens (Human)	580	MBD4	
O95248	MTMR5_HUMAN	Homo sapiens (Human)	1868	SBF1	Protein-tyrosine phosphatase family
O95249	GOSR1_HUMAN	Homo sapiens (Human)	250	GOSR1	GOSR1 family
O95251	KAT7_HUMAN	Homo sapiens (Human)	611	KAT7	MYST (SAS/MOZ) family
O95255	MRP6_HUMAN	Homo sapiens (Human)	1503	ABCC6	ABC transporter superfamily
O95256	I18RA_HUMAN	Homo sapiens (Human)	599	IL18RAP	Interleukin-1 receptor family
O95257	GA45G_HUMAN	Homo sapiens (Human)	159	GADD45G	GADD45 family
O95258	UCP5_HUMAN	Homo sapiens (Human)	325	SLC25A14	Mitochondrial carrier (TC 2.A.29) family
O95259	KCNH1_HUMAN	Homo sapiens (Human)	989	KCNH1	Potassium channel family
O95263	PDE8B_HUMAN	Homo sapiens (Human)	885	PDE8B	Cyclic nucleotide phosphodiesterase family
O95264	5HT3B_HUMAN	Homo sapiens (Human)	441	HTR3B	Ligand-gated ion channel (TC 1.A.9) family
O95267	GRP1_HUMAN	Homo sapiens (Human)	797	RASGRP1	RASGRP family
O95271	TNKS1_HUMAN	Homo sapiens (Human)	1327	TNKS	ARTD/PARP family
O95273	CCDB1_HUMAN	Homo sapiens (Human)	360	CCNDBP1	CCNDBP1 family
O95274	LYPD3_HUMAN	Homo sapiens (Human)	346	LYPD3	
O95278	EPM2A_HUMAN	Homo sapiens (Human)	331	EPM2A	Protein-tyrosine phosphatase family
O95279	KCNK5_HUMAN	Homo sapiens (Human)	499	KCNK5	Two pore domain potassium channel (TC 1.A.1.8) family
O95292	VAPB_HUMAN	Homo sapiens (Human)	243	VAPB	VAMP-associated protein (VAP) (TC 9.B.17) family
O95294	RASL1_HUMAN	Homo sapiens (Human)	804	RASAL1	
O95295	SNAPN_HUMAN	Homo sapiens (Human)	136	SNAPIN	SNAPIN family
O95297	MPZL1_HUMAN	Homo sapiens (Human)	269	MPZL1	Myelin P0 protein family
O95298	NDUC2_HUMAN	Homo sapiens (Human)	119	NDUFC2	Complex I NDUFC2 subunit family
O95299	NDUAA_HUMAN	Homo sapiens (Human)	355	NDUFA10	Complex I NDUFA10 subunit family
O95302	FKBP9_HUMAN	Homo sapiens (Human)	570	FKBP9	
O95319	CELF2_HUMAN	Homo sapiens (Human)	508	CELF2	CELF/BRUNOL family
O95340	PAPS2_HUMAN	Homo sapiens (Human)	614	PAPSS2	APS kinase family
O95342	ABCBB_HUMAN	Homo sapiens (Human)	1321	ABCB11	ABC transporter superfamily
O95343	SIX3_HUMAN	Homo sapiens (Human)	332	SIX3	SIX/Sine oculis homeobox family
O95347	SMC2_HUMAN	Homo sapiens (Human)	1197	SMC2	SMC family
O95352	ATG7_HUMAN	Homo sapiens (Human)	703	ATG7	ATG7 family
O95359	TACC2_HUMAN	Homo sapiens (Human)	2948	TACC2	TACC family
O95361	TRI16_HUMAN	Homo sapiens (Human)	564	TRIM16	TRIM/RBCC family
O95363	SYFM_HUMAN	Homo sapiens (Human)	451	FARS2	Class-II aminoacyl-tRNA synthetase family
O95365	ZBT7A_HUMAN	Homo sapiens (Human)	584	ZBTB7A	
O95372	LYPA2_HUMAN	Homo sapiens (Human)	231	LYPLA2	AB hydrolase superfamily
O95373	IPO7_HUMAN	Homo sapiens (Human)	1038	IPO7	Importin beta family
O95376	ARI2_HUMAN	Homo sapiens (Human)	493	ARIH2	RBR family
O95377	CXB5_HUMAN	Homo sapiens (Human)	273	GJB5	Connexin family
O95379	TFIP8_HUMAN	Homo sapiens (Human)	198	TNFAIP8	TNFAIP8 family
O95382	M3K6_HUMAN	Homo sapiens (Human)	1288	MAP3K6	Protein kinase superfamily
O95388	CCN4_HUMAN	Homo sapiens (Human)	367	CCN4	CCN family
O95389	CCN6_HUMAN	Homo sapiens (Human)	354	CCN6	CCN family
O95390	GDF11_HUMAN	Homo sapiens (Human)	407	GDF11	TGF-beta family
O95391	SLU7_HUMAN	Homo sapiens (Human)	586	SLU7	SLU7 family
O95393	BMP10_HUMAN	Homo sapiens (Human)	424	BMP10	TGF-beta family
O95394	AGM1_HUMAN	Homo sapiens (Human)	542	PGM3	Phosphohexose mutase family
O95395	GCNT3_HUMAN	Homo sapiens (Human)	438	GCNT3	Glycosyltransferase 14 family
O95396	MOCS3_HUMAN	Homo sapiens (Human)	460	MOCS3	HesA/MoeB/ThiF family
O95398	RPGF3_HUMAN	Homo sapiens (Human)	923	RAPGEF3	
O95399	UTS2_HUMAN	Homo sapiens (Human)	124	UTS2	Urotensin-2 family
O95400	CD2B2_HUMAN	Homo sapiens (Human)	341	CD2BP2	
O95402	MED26_HUMAN	Homo sapiens (Human)	600	MED26	Mediator complex subunit 26 family
O95405	ZFYV9_HUMAN	Homo sapiens (Human)	1425	ZFYVE9	
O95406	CNIH1_HUMAN	Homo sapiens (Human)	144	CNIH1	Cornichon family
O95407	TNF6B_HUMAN	Homo sapiens (Human)	300	TNFRSF6B	
O95409	ZIC2_HUMAN	Homo sapiens (Human)	532	ZIC2	GLI C2H2-type zinc-finger protein family
O95415	BRI3_HUMAN	Homo sapiens (Human)	125	BRI3	BRI3 family
O95416	SOX14_HUMAN	Homo sapiens (Human)	240	SOX14	
O95425	SVIL_HUMAN	Homo sapiens (Human)	2214	SVIL	Villin/gelsolin family
O95427	PIGN_HUMAN	Homo sapiens (Human)	931	PIGN	PIGG/PIGN/PIGO family
O95428	PPN_HUMAN	Homo sapiens (Human)	1278	PAPLN	Papilin family
O95429	BAG4_HUMAN	Homo sapiens (Human)	457	BAG4	
O95433	AHSA1_HUMAN	Homo sapiens (Human)	338	AHSA1	AHA1 family
O95436	NPT2B_HUMAN	Homo sapiens (Human)	690	SLC34A2	SLC34A transporter family
O95445	APOM_HUMAN	Homo sapiens (Human)	188	APOM	Calycin superfamily
O95447	LCA5L_HUMAN	Homo sapiens (Human)	670	LCA5L	LCA5 family
O95450	ATS2_HUMAN	Homo sapiens (Human)	1211	ADAMTS2	
O95452	CXB6_HUMAN	Homo sapiens (Human)	261	GJB6	Connexin family
O95453	PARN_HUMAN	Homo sapiens (Human)	639	PARN	CAF1 family
O95456	PSMG1_HUMAN	Homo sapiens (Human)	288	PSMG1	PSMG1 family
O95460	MATN4_HUMAN	Homo sapiens (Human)	622	MATN4	
O95461	LARG1_HUMAN	Homo sapiens (Human)	756	LARGE1	Glycosyltransferase 49 family
O95466	FMNL1_HUMAN	Homo sapiens (Human)	1100	FMNL1	Formin homology family
O95467	GNAS3_HUMAN	Homo sapiens (Human)	245	GNAS	NESP55 family
O95470	SGPL1_HUMAN	Homo sapiens (Human)	568	SGPL1	Group II decarboxylase family
O95471	CLD7_HUMAN	Homo sapiens (Human)	211	CLDN7	Claudin family
O95475	SIX6_HUMAN	Homo sapiens (Human)	246	SIX6	SIX/Sine oculis homeobox family
O95476	CNEP1_HUMAN	Homo sapiens (Human)	244	CTDNEP1	Dullard family
O95477	ABCA1_HUMAN	Homo sapiens (Human)	2261	ABCA1	ABC transporter superfamily
O95479	G6PE_HUMAN	Homo sapiens (Human)	791	H6PD	Glucose-6-phosphate dehydrogenase family
O95484	CLD9_HUMAN	Homo sapiens (Human)	217	CLDN9	Claudin family
O95486	SC24A_HUMAN	Homo sapiens (Human)	1093	SEC24A	SEC23/SEC24 family
O95487	SC24B_HUMAN	Homo sapiens (Human)	1268	SEC24B	SEC23/SEC24 family
O95490	AGRL2_HUMAN	Homo sapiens (Human)	1459	ADGRL2	G-protein coupled receptor 2 family
O95497	VNN1_HUMAN	Homo sapiens (Human)	513	VNN1	Carbon-nitrogen hydrolase superfamily
O95498	VNN2_HUMAN	Homo sapiens (Human)	520	VNN2	Carbon-nitrogen hydrolase superfamily
O95500	CLD14_HUMAN	Homo sapiens (Human)	239	CLDN14	Claudin family
O95503	CBX6_HUMAN	Homo sapiens (Human)	412	CBX6	
O95528	GTR10_HUMAN	Homo sapiens (Human)	541	SLC2A10	Major facilitator superfamily
O95544	NADK_HUMAN	Homo sapiens (Human)	446	NADK	NAD kinase family
O95551	TYDP2_HUMAN	Homo sapiens (Human)	362	TDP2	CCR4/nocturin family
O95562	SFT2B_HUMAN	Homo sapiens (Human)	160	SFT2D2	SFT2 family
O95563	MPC2_HUMAN	Homo sapiens (Human)	127	MPC2	Mitochondrial pyruvate carrier (MPC) (TC 2.A.105) family
O95568	MET18_HUMAN	Homo sapiens (Human)	372	METTL18	Methyltransferase superfamily
O95571	ETHE1_HUMAN	Homo sapiens (Human)	254	ETHE1	Metallo-beta-lactamase superfamily
O95573	ACSL3_HUMAN	Homo sapiens (Human)	720	ACSL3	ATP-dependent AMP-binding enzyme family
O95600	KLF8_HUMAN	Homo sapiens (Human)	359	KLF8	Sp1 C2H2-type zinc-finger protein family
O95602	RPA1_HUMAN	Homo sapiens (Human)	1720	POLR1A	RNA polymerase beta' chain family
O95613	PCNT_HUMAN	Homo sapiens (Human)	3336	PCNT	
O95619	YETS4_HUMAN	Homo sapiens (Human)	227	YEATS4	
O95622	ADCY5_HUMAN	Homo sapiens (Human)	1261	ADCY5	Adenylyl cyclase class-4/guanylyl cyclase family
O95628	CNOT4_HUMAN	Homo sapiens (Human)	575	CNOT4	
O95630	STABP_HUMAN	Homo sapiens (Human)	424	STAMBP	Peptidase M67C family
O95631	NET1_HUMAN	Homo sapiens (Human)	604	NTN1	
O95633	FSTL3_HUMAN	Homo sapiens (Human)	263	FSTL3	
O95639	CPSF4_HUMAN	Homo sapiens (Human)	269	CPSF4	CPSF4/YTH1 family
O95644	NFAC1_HUMAN	Homo sapiens (Human)	943	NFATC1	
O95670	VATG2_HUMAN	Homo sapiens (Human)	118	ATP6V1G2	V-ATPase G subunit family
O95671	ASML_HUMAN	Homo sapiens (Human)	621	ASMTL	Maf family
O95672	ECEL1_HUMAN	Homo sapiens (Human)	775	ECEL1	Peptidase M13 family
O95674	CDS2_HUMAN	Homo sapiens (Human)	445	CDS2	CDS family
O95677	EYA4_HUMAN	Homo sapiens (Human)	639	EYA4	HAD-like hydrolase superfamily
O95678	K2C75_HUMAN	Homo sapiens (Human)	551	KRT75	Intermediate filament family
O95684	CEP43_HUMAN	Homo sapiens (Human)	399	CEP43	CEP43 family
O95696	BRD1_HUMAN	Homo sapiens (Human)	1058	BRD1	
O95704	APBB3_HUMAN	Homo sapiens (Human)	486	APBB3	
O95707	RPP29_HUMAN	Homo sapiens (Human)	220	POP4	Eukaryotic/archaeal RNase P protein component 1 family
O95711	LY86_HUMAN	Homo sapiens (Human)	162	LY86	
O95714	HERC2_HUMAN	Homo sapiens (Human)	4834	HERC2	
O95715	CXL14_HUMAN	Homo sapiens (Human)	111	CXCL14	Intercrine alpha (chemokine CxC) family
O95716	RAB3D_HUMAN	Homo sapiens (Human)	219	RAB3D	Small GTPase superfamily
O95718	ERR2_HUMAN	Homo sapiens (Human)	433	ESRRB	Nuclear hormone receptor family
O95721	SNP29_HUMAN	Homo sapiens (Human)	258	SNAP29	SNAP-25 family
O95727	CRTAM_HUMAN	Homo sapiens (Human)	393	CRTAM	Nectin family
O95741	CPNE6_HUMAN	Homo sapiens (Human)	557	CPNE6	Copine family
O95747	OXSR1_HUMAN	Homo sapiens (Human)	527	OXSR1	Protein kinase superfamily
O95749	GGPPS_HUMAN	Homo sapiens (Human)	300	GGPS1	FPP/GGPP synthase family
O95750	FGF19_HUMAN	Homo sapiens (Human)	216	FGF19	Heparin-binding growth factors family
O95751	LDOC1_HUMAN	Homo sapiens (Human)	146	LDOC1	LDOC1 family
O95754	SEM4F_HUMAN	Homo sapiens (Human)	770	SEMA4F	Semaphorin family
O95758	PTBP3_HUMAN	Homo sapiens (Human)	552	PTBP3	
O95760	IL33_HUMAN	Homo sapiens (Human)	270	IL33	IL-1 family
O95772	STR3N_HUMAN	Homo sapiens (Human)	234	STARD3NL	STARD3 family
O95777	LSM8_HUMAN	Homo sapiens (Human)	96	LSM8	SnRNP Sm proteins family
O95782	AP2A1_HUMAN	Homo sapiens (Human)	977	AP2A1	Adaptor complexes large subunit family
O95785	WIZ_HUMAN	Homo sapiens (Human)	1651	WIZ	Krueppel C2H2-type zinc-finger protein family
O95786	RIGI_HUMAN	Homo sapiens (Human)	925	RIGI	Helicase family
O95789	ZMYM6_HUMAN	Homo sapiens (Human)	1325	ZMYM6	
O95793	STAU1_HUMAN	Homo sapiens (Human)	577	STAU1	
O95801	TTC4_HUMAN	Homo sapiens (Human)	387	TTC4	TTC4 family
O95803	NDST3_HUMAN	Homo sapiens (Human)	873	NDST3	Sulfotransferase 1 family
O95807	TM50A_HUMAN	Homo sapiens (Human)	157	TMEM50A	UPF0220 family
O95810	CAVN2_HUMAN	Homo sapiens (Human)	425	CAVIN2	CAVIN family
O95813	CER1_HUMAN	Homo sapiens (Human)	267	CER1	DAN family
O95816	BAG2_HUMAN	Homo sapiens (Human)	211	BAG2	
O95817	BAG3_HUMAN	Homo sapiens (Human)	575	BAG3	
O95819	M4K4_HUMAN	Homo sapiens (Human)	1239	MAP4K4	Protein kinase superfamily
O95822	DCMC_HUMAN	Homo sapiens (Human)	493	MLYCD	
O95831	AIFM1_HUMAN	Homo sapiens (Human)	613	AIFM1	FAD-dependent oxidoreductase family
O95832	CLD1_HUMAN	Homo sapiens (Human)	211	CLDN1	Claudin family
O95833	CLIC3_HUMAN	Homo sapiens (Human)	236	CLIC3	Chloride channel CLIC family
O95834	EMAL2_HUMAN	Homo sapiens (Human)	649	EML2	WD repeat EMAP family
O95835	LATS1_HUMAN	Homo sapiens (Human)	1130	LATS1	Protein kinase superfamily
O95837	GNA14_HUMAN	Homo sapiens (Human)	355	GNA14	G-alpha family
O95843	GUC1C_HUMAN	Homo sapiens (Human)	209	GUCA1C	
O95848	NUD14_HUMAN	Homo sapiens (Human)	222	NUDT14	Nudix hydrolase family
O95858	TSN15_HUMAN	Homo sapiens (Human)	294	TSPAN15	Tetraspanin (TM4SF) family
O95859	TSN12_HUMAN	Homo sapiens (Human)	305	TSPAN12	Tetraspanin (TM4SF) family
O95861	BPNT1_HUMAN	Homo sapiens (Human)	308	BPNT1	Inositol monophosphatase superfamily
O95863	SNAI1_HUMAN	Homo sapiens (Human)	264	SNAI1	Snail C2H2-type zinc-finger protein family
O95864	FADS2_HUMAN	Homo sapiens (Human)	444	FADS2	Fatty acid desaturase type 1 family
O95865	DDAH2_HUMAN	Homo sapiens (Human)	285	DDAH2	DDAH family
O95866	G6B_HUMAN	Homo sapiens (Human)	241	MPIG6B	
O95867	LY66C_HUMAN	Homo sapiens (Human)	125	LY6G6C	
O95868	LY66D_HUMAN	Homo sapiens (Human)	133	LY6G6D	
O95870	ABHGA_HUMAN	Homo sapiens (Human)	558	ABHD16A	AB hydrolase superfamily
O95872	GPAN1_HUMAN	Homo sapiens (Human)	356	GPANK1	
O95876	FRITZ_HUMAN	Homo sapiens (Human)	746	WDPCP	WD repeat fritz family
O95881	TXD12_HUMAN	Homo sapiens (Human)	172	TXNDC12	
O95886	DLGP3_HUMAN	Homo sapiens (Human)	979	DLGAP3	SAPAP family
O95897	NOE2_HUMAN	Homo sapiens (Human)	454	OLFM2	
O95900	TRUB2_HUMAN	Homo sapiens (Human)	331	TRUB2	Pseudouridine synthase TruB family
O95905	ECD_HUMAN	Homo sapiens (Human)	644	ECD	ECD family
O95907	MOT3_HUMAN	Homo sapiens (Human)	504	SLC16A8	Major facilitator superfamily
O95922	TTLL1_HUMAN	Homo sapiens (Human)	423	TTLL1	Tubulin polyglutamylase family
O95925	EPPI_HUMAN	Homo sapiens (Human)	133	EPPIN	
O95926	SYF2_HUMAN	Homo sapiens (Human)	243	SYF2	SYF2 family
O95931	CBX7_HUMAN	Homo sapiens (Human)	251	CBX7	
O95932	TGM3L_HUMAN	Homo sapiens (Human)	706	TGM6	Transglutaminase superfamily
O95935	TBX18_HUMAN	Homo sapiens (Human)	607	TBX18	
O95936	EOMES_HUMAN	Homo sapiens (Human)	686	EOMES	
O95944	NCTR2_HUMAN	Homo sapiens (Human)	276	NCR2	Natural cytotoxicity receptor (NCR) family
O95947	TBX6_HUMAN	Homo sapiens (Human)	436	TBX6	
O95948	ONEC2_HUMAN	Homo sapiens (Human)	504	ONECUT2	CUT homeobox family
O95954	FTCD_HUMAN	Homo sapiens (Human)	541	FTCD	Cyclodeaminase/cyclohydrolase family
O95967	FBLN4_HUMAN	Homo sapiens (Human)	443	EFEMP2	Fibulin family
O95968	SG1D1_HUMAN	Homo sapiens (Human)	90	SCGB1D1	Secretoglobin family
O95970	LGI1_HUMAN	Homo sapiens (Human)	557	LGI1	
O95971	BY55_HUMAN	Homo sapiens (Human)	181	CD160	
O95972	BMP15_HUMAN	Homo sapiens (Human)	392	BMP15	TGF-beta family
O95977	S1PR4_HUMAN	Homo sapiens (Human)	384	S1PR4	G-protein coupled receptor 1 family
O95980	RECK_HUMAN	Homo sapiens (Human)	971	RECK	RECK family
O95983	MBD3_HUMAN	Homo sapiens (Human)	291	MBD3	
O95985	TOP3B_HUMAN	Homo sapiens (Human)	862	TOP3B	Type IA topoisomerase family
O95988	TCL1B_HUMAN	Homo sapiens (Human)	128	TCL1B	TCL1 family
O95989	NUDT3_HUMAN	Homo sapiens (Human)	172	NUDT3	Nudix hydrolase family
O95990	F107A_HUMAN	Homo sapiens (Human)	144	FAM107A	FAM107 family
O95992	CH25H_HUMAN	Homo sapiens (Human)	272	CH25H	Sterol desaturase family
O95994	AGR2_HUMAN	Homo sapiens (Human)	175	AGR2	AGR family
O95995	DRC4_HUMAN	Homo sapiens (Human)	478	GAS8	DRC4 family
O95996	APCL_HUMAN	Homo sapiens (Human)	2303	APC2	Adenomatous polyposis coli (APC) family
O95997	PTTG1_HUMAN	Homo sapiens (Human)	202	PTTG1	Securin family
O95998	I18BP_HUMAN	Homo sapiens (Human)	194	IL18BP	
O95999	BCL10_HUMAN	Homo sapiens (Human)	233	BCL10	
O96000	NDUBA_HUMAN	Homo sapiens (Human)	172	NDUFB10	Complex I NDUFB10 subunit family
O96004	HAND1_HUMAN	Homo sapiens (Human)	215	HAND1	
O96005	CLPT1_HUMAN	Homo sapiens (Human)	669	CLPTM1	CLPTM1 family
O96006	ZBED1_HUMAN	Homo sapiens (Human)	694	ZBED1	
O96007	MOC2B_HUMAN	Homo sapiens (Human)	188	MOCS2	MoaE family
O96008	TOM40_HUMAN	Homo sapiens (Human)	361	TOMM40	Tom40 family
O96009	NAPSA_HUMAN	Homo sapiens (Human)	420	NAPSA	Peptidase A1 family
O96011	PX11B_HUMAN	Homo sapiens (Human)	259	PEX11B	Peroxin-11 family
O96013	PAK4_HUMAN	Homo sapiens (Human)	591	PAK4	Protein kinase superfamily
O96014	WNT11_HUMAN	Homo sapiens (Human)	354	WNT11	Wnt family
O96015	DNAL4_HUMAN	Homo sapiens (Human)	105	DNAL4	Dynein light chain family
O96017	CHK2_HUMAN	Homo sapiens (Human)	543	CHEK2	Protein kinase superfamily
O96018	APBA3_HUMAN	Homo sapiens (Human)	575	APBA3	
O96019	ACL6A_HUMAN	Homo sapiens (Human)	429	ACTL6A	Actin family
O96020	CCNE2_HUMAN	Homo sapiens (Human)	404	CCNE2	Cyclin family
O96024	B3GT4_HUMAN	Homo sapiens (Human)	378	B3GALT4	Glycosyltransferase 31 family
O96028	NSD2_HUMAN	Homo sapiens (Human)	1365	NSD2	Class V-like SAM-binding methyltransferase superfamily
O96033	MOC2A_HUMAN	Homo sapiens (Human)	88	MOCS2	MoaD family
O97980	HMHB1_HUMAN	Homo sapiens (Human)	41	HMHB1	
P00156	CYB_HUMAN	Homo sapiens (Human)	380	MT-CYB	Cytochrome b family
P00167	CYB5_HUMAN	Homo sapiens (Human)	134	CYB5A	Cytochrome b5 family
P00325	ADH1B_HUMAN	Homo sapiens (Human)	375	ADH1B	Zinc-containing alcohol dehydrogenase family
P00326	ADH1G_HUMAN	Homo sapiens (Human)	375	ADH1C	Zinc-containing alcohol dehydrogenase family
P00338	LDHA_HUMAN	Homo sapiens (Human)	332	LDHA	LDH/MDH superfamily
P00352	AL1A1_HUMAN	Homo sapiens (Human)	501	ALDH1A1	Aldehyde dehydrogenase family
P00367	DHE3_HUMAN	Homo sapiens (Human)	558	GLUD1	Glu/Leu/Phe/Val dehydrogenases family
P00374	DYR_HUMAN	Homo sapiens (Human)	187	DHFR	Dihydrofolate reductase family
P00387	NB5R3_HUMAN	Homo sapiens (Human)	301	CYB5R3	Flavoprotein pyridine nucleotide cytochrome reductase family
P00390	GSHR_HUMAN	Homo sapiens (Human)	522	GSR	Class-I pyridine nucleotide-disulfide oxidoreductase family
